#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA180238;Of course they can't!;;;;;;;;;;;;;x
EVTOPTA190041;I do;;;;;;;;;;;;;x
EVTOPTB190041;It is a passing fancy;;;;;;;;;;;;;x
EVTDESC190036;The absence of crown laws has forced me to change my demesne laws.;;;;;;;;;;;;;x
EVTOPTA190036;So be it;;;;;;;;;;;;;x
EVTDESC190037;I have converted to the true faith.;;;;;;;;;;;;;x
EVTOPTA190037;It was the will of God;;;;;;;;;;;;;x
EVTDESC110017;I should grant my newly acquired Duchy to a worthy vassal;;;;;;;;;;;;;x
EVTOPTA110017;Who to give it to...;;;;;;;;;;;;;x
EVTOPTA50015;No big loss;;;;;;;;;;;;;x
EVTDESC190000;I have been born!;;;;;;;;;;;;;x
EVTOPTA190000;OK;;;;;;;;;;;;;x
EVTDESC190001;The birth was a difficult one. Though the midwife tried her best, [Root.GetName] did not survive.;;;;;;;;;;;;;x
EVTOPTA190001;A tragedy;;;;;;;;;;;;;x
EVTDESC190002;The birth was a difficult one. Though the midwife tried her best, [Root.GetName] did not survive.;;;;;;;;;;;;;x
EVTOPTA190002;A tragedy;;;;;;;;;;;;;x
EVTDESC190004;I have been excommunicated for the sin of dishonorable murder.;;;;;;;;;;;;;x
EVTOPTA190004;Curses!;;;;;;;;;;;;;x
EVTDESC190006;A courtier who has legitimate claims on one of my de jure vassals is requesting permission to move to my court. He obviously hopes that I will make use of his claims to expand my realm.;;;;;;;;;;;;;x
EVTOPTA190006;He is welcome!;;;;;;;;;;;;;x
EVTOPTA190006TOOLTIP;[This.GetFirstName] will pack his bags and move to your court;;;;;;;;;;;;;x
EVTOPTB190006;No, I don't trust him;;;;;;;;;;;;;x
EVTOPTC190006;Opportunistic scoundrels are not welcome in my court;;;;;;;;;;;;;x
EVTOPTC190006TOOLTIP;[From.GetFirstName] will not receive any further such requests;;;;;;;;;;;;;x
EVTDESC190007;[From.GetFirstName] accepted my request to move to [From.GetHisHer] court.;;;;;;;;;;;;;x
EVTOPTA190007;I'm out of here!;;;;;;;;;;;;;x
EVTDESC190008;[From.GetFirstName] has left my court to seek out a liege who he thinks will enforce his claims.;;;;;;;;;;;;;x
EVTOPTA190008;He's a fool;;;;;;;;;;;;;x
EVTDESC190009;[From.GetFirstName] called me an opportunistic scoundrel who is not welcome at [From.GetHisHer] court. All I wanted was the lands that are rightfully mine!;;;;;;;;;;;;;x
EVTOPTA190009;Why, [From.GetFirstName], why?!;;;;;;;;;;;;;x
EVTDESCreligious.5;A papal bull has arrived demanding the return of Holy Rome to the Papacy.;;;;;;;;;;;;;x
EVTOPTAreligious.5;Accept;;;;;;;;;;;;;x
EVTOPTBreligious.5;Refuse;;;;;;;;;;;;;x
EVTDESC190033;How can I be crowned if I am not the Emperor?;;;;;;;;;;;;;x
EVTOPTA190033;That's silly!;;;;;;;;;;;;;x
EVTDESC190034;The unfortunate death of one of my prisoners has given me a reputation for tyranny.;;;;;;;;;;;;;x
EVTOPTA190034;That's unfair!;;;;;;;;;;;;;x
EVTDESC1000057001;Lately, a handsome sargeant has been doing extra duty, taking shifts outside my bedchambers.  I think I read interest in his intense glances.;;;;;;;;;;;;;x
EVTOPTA1000057001;Tonight, I shall see if my instincts are correct.;;;;;;;;;;;;;x
EVTOPTB1000057001;Nothing good could come of my sinful desires.;;;;;;;;;;;;;x
EVTTOOLTIP1000057002;I will gain a special friend to ease my loneliness;;;;;;;;;;;;;x
EVTTOOLTIP1000057003;A punch in the face and scandal!;;;;;;;;;;;;;x
EVTDESC1000057002;I was right.  These stolen moments of companionship and intimacy are well worth the risks to my honour and soul.  I will now be better able to concentrate on affairs of state.;;;;;;;;;;;;;x
EVTOPTA1000057002;A balm on my lonely heart.;;;;;;;;;;;;;x
EVTDESC1000057003;How could I have been so wrong?;;;;;;;;;;;;;x
EVTOPTA1000057003;I must dismiss him from my guard.  Surely his word cannot stand against mine?;;;;;;;;;;;;;x
EVTOPTB1000057003;I must dismiss him from my guard. And buy his silence.;;;;;;;;;;;;;x
EVTDESC1000057004;I was feeling restless and, despite the late hour, thought I would visit my husband for some conversation.  As I was about to knock, I realized he was not alone...and not with a woman!;;;;;;;;;;;;;x
EVTOPTA1000057004;Turn around quietly and pray you are mistaken.;;;;;;;;;;;;;x
EVTOPTB1000057004;Open the door and confront the pair.;;;;;;;;;;;;;x
EVTTOOLTIP1000057005;We'll see what the scoundrel has to say!;;;;;;;;;;;;;x
EVTDESC1000057005;My wife has caught us, fragrante delicto!  Gathering our clothes, I shoo my lover quickly out of the room and face my wife, with as much dignity as I can muster.  I stammer that I am sorry she had to find out...;;;;;;;;;;;;;x
EVTOPTA1000057005;But she'll have just have to put up with it.;;;;;;;;;;;;;x
EVTOPTB1000057005;And of course I'll send the man far away.;;;;;;;;;;;;;x
EVTDESC1000057006;With our different stations, my lover and I have few chances to meet without arousing questions.  Fortunately, we can do so in the training yard, grappling and tousling, followed sometimes with a companiable drink in the hall.  And I get fitter to boot!;;;;;;;;;;;;;x
EVTOPTA1000057006;Ah! Fresh air and the clang of steel!;;;;;;;;;;;;;x
EVTDESC1000057007;Sadly, the pressures of society have made our affair impossible to carry any longer.  I will cherish the times we had, but I must bid him farewell.;;;;;;;;;;;;;x
EVTOPTA1000057007;Alas, all good things must pass.;;;;;;;;;;;;;x
EVTDESC1000057008;A young bard, stopping for the night, entertained us merrily at dinner.  It seemed to me though that the more ribald the song, the more he tried to catch my eye.;;;;;;;;;;;;;x
EVTDESC1000057011;As it would be unseemly for my minstrel lover to settle here with me, he must continue to journey from castle to castle, from town to town.  But when he returns from his travels, he is always full of news.;;;;;;;;;;;;;x
EVTOPTA1000057011;Sweet pillow talk.;;;;;;;;;;;;;x
EVTDESCflavour_events.0;The master-at-arms believes my young son is ready for training with real weapons.  Has he grown up so fast?.;;;;;;;;;;;;;x
EVTOPTAflavour_events.0;He's still too young.  Keep using wooden weapons.;;;;;;;;;;;;;x
EVTOPTBflavour_events.0;Yes, it is time he faced real weapons.;;;;;;;;;;;;;x
EVTDESCflavour_events.1;My father ordered the master-at-arms to keep using wooden weapons as I practice my fighting skills.;;;;;;;;;;;;;x
EVTOPTAflavour_events.1;Wood is best.  Steel look mean and sharp!;;;;;;;;;;;;;x
EVTOPTBflavour_events.1;Darn, why can't he see I'm almost grown?;;;;;;;;;;;;;x
EVTOPTCflavour_events.1;Use steel anyway.  I'm a grown man!;;;;;;;;;;;;;x
EVTDESCflavour_events.2;My father ordered the master-at-arms to switch to steel weapons as I practice my fighting skills.;;;;;;;;;;;;;x
EVTOPTAflavour_events.2;I'm glad.  Steel look mean and sharp!;;;;;;;;;;;;;x
EVTOPTBflavour_events.2;Run and hide until the lesson is done.;;;;;;;;;;;;;x
EVTOPTCflavour_events.2;But...but, I might get hurt!;;;;;;;;;;;;;x
EVTDESCgay.0;Despite months of efforts, the search for your family's heirloom shield has been fruitless.;;;;;;;;;;;;;x
EVTOPTAgay.0;Admit it is good and lost.;;;;;;;;;;;;;x
EVTDESCgay.1;I know God frowns on sinners like me but the loneliness is unbearable.  Perhaps I could find a likeminded friend?;;;;;;;;;;;;;x
EVTOPTAgay.1;Let's see if my advances are welcome.;;;;;;;;;;;;;x
EVTOPTBgay.1;Nothing good can come of my sinful desires.;;;;;;;;;;;;;x
EVTTOOLTIPgay.2;[Root.GetTitledFirstName] tries to seduce [This.GetTitledFirstName];;;;;;;;;;;;;x
EVTDESCgay.3;[From.GetTitledFirstName] is clearly lonely and unfulfilled.  No wonder [From.GetSheHe] has started looking for like-minded companions...;;;;;;;;;;;;;x
EVTOPTAgay.3;Perhaps [From.GetSheHeCap] may be just what I need too...;;;;;;;;;;;;;x
EVTTOOLTIPgay.4;[Root.GetTitledFirstName] encourages [This.GetTitledFirstName]'s advances;;;;;;;;;;;;;x
EVTOPTBgay.3;I cannot risk a relationship with [From.GetTitledFirstName];;;;;;;;;;;;;x
EVTTOOLTIPgay.5;[Root.GetTitledFirstName] scorns [This.GetTitledFirstName]'s advances;;;;;;;;;;;;;x
EVTDESCgay.4;[From.GetTitledFirstName] responded to my advances and soon we were... engaging in a very stimulating activity. In short: the love-making was amazing!;;;;;;;;;;;;;x
EVTOPTAgay.4;I think I am in love...;;;;;;;;;;;;;x
EVTDESCgay.5;The scorn I was met by when I tried to talk [From.GetTitledFirstName] into meeting me somewhere more private really hurt. [From.GetSheHeCap] actually laughed at my advances and told me I was both too old and too ugly for [From.GetHerHim].;;;;;;;;;;;;;x
EVTOPTAgay.5;I was taken aback by [From.GetTitledFirstName]'s scorn;;;;;;;;;;;;;x
EVTDESCgay.6;My lover's standing at court is attracting jealousy and calumny.  I fear we must retreat if my vassals are to be appeased.;;;;;;;;;;;;;x
EVTOPTAgay.6;Dismiss him from office, but maintain the relationship.;;;;;;;;;;;;;x
EVTOPTBgay.6;Dismiss him and sever all ties.;;;;;;;;;;;;;x
EVTOPTCgay.6;Ignore the criticisms.;;;;;;;;;;;;;x
EVTDESCgay.7;Much to my dismay, I fear that my member no longer obeys my wishes and refuses to rise!;;;;;;;;;;;;;x
EVTOPTAgay.7;This is most unfortunate.;;;;;;;;;;;;;x
EVTDESCgay.9;Sharp pain in my big toe woke me.  Now my heels and knees are also lancing.  What is wrong with me?;;;;;;;;;;;;;x
EVTOPTAgay.9;Gout, the rich men's disease.;;;;;;;;;;;;;x
EVTNAMEedicts.6;The Statute of Merton;;;;;;;;;;;;;x
EVTDESCedicts.6;The Statute of Merton or Provisions of Merton, sometimes also known as the Ancient Statute of Merton, is considered to be the first English statute, and is printed as the first statute in The Statutes of the Realm. Amongst its provisions, the statute allowed a Lord of the Manor to enclose common land (provided that sufficient pasture remained for his tenants), and set out when and how manorial lords could assert rights over waste land, woods, and pastures against their tenants.;;;;;;;;;;;;;x
EVTOPTAedicts.6;It's for the greater good.;;;;;;;;;;;;;x
EVTNAMEedicts.7;Quia Emptores;;;;;;;;;;;;;x
EVTDESCedicts.7;Quia Emptores was a statute that prevented tenants from alienating their lands to others by subinfeudation, instead requiring all tenants wishing to alienate their land to do so by substitution. Quia Emptores, along with its companion statute of Quo Warranto, was intended to remedy land ownership disputes and consequent financial difficulties that had resulted from the decline of the traditional feudal system during the High Middle Ages.;;;;;;;;;;;;;x
EVTOPTAedicts.7;It's for the greater good.;;;;;;;;;;;;;x
EVTDESCromance.17;My lover grew old and unattractive, I think it's time to leave the matter settle down and find confort in the other joys of life...;;;;;;;;;;;;;x
EVTOPTAromance.17;Indeed it is;;;;;;;;;;;;;x
EVTOPTBromance.17;But it's true love!;;;;;;;;;;;;;x
EVTNAMEreligious.6;Jubilee;;;;;;;;;;;;;x
EVTDESCreligious.6;The concept of the Jubilee is a special year of remission of sins and universal pardon. In the Biblical Book of Leviticus, a Jubilee year is mentioned to occur every fifty years, in which slaves and prisoners would be freed, debts would be forgiven and the mercies of God would be particularly manifest. In Christianity, the tradition dates to 1300, following which ordinary jubilees have generally been celebrated every 25 or 50 years. Christian Jubilees, particularly in the Catholic tradition, generally involve pilgrimage to a sacred site, normally the city of Rome.;;;;;;;;;;;;;x
EVTOPTAreligious.6;I'll be honoured to finance it and send a delegate;;;;;;;;;;;;;x
EVTOPTBreligious.6;What is this stupid fair?;;;;;;;;;;;;;x
EVTDESCsiege.1;[From.GetName] has fallen! With the Mandylion hosted by one of the local temples, this could be an exceptional opportunity to get my hands on it..;;;;;;;;;;;;;x
EVTDESCscots.1;For as long as have ruled here we Normans have entrusted the raising of our children to Saxon and Gaelic nursemaids. Our first words would not be Norman French but Saxon or Gaelic. As we grew up we learned to speak a tongue that was neither one nor the other. Now is this time to make this tongue our own so we may all communicate.;;;;;;;;;;;;;x
EVTOPTAscots.1;Yes let us be one with our serfs;;;;;;;;;;;;;x
EVTDESCscots.2;Around our lands more people are using this Scots language and I find this is a perfect means for a Norman overlord to get his Saxon and Gaelic serfs to work properly. We continue to use our own influence to promote this means of communication in the interests of more efficient realm.;;;;;;;;;;;;;x
EVTOPTAscots.2;We are indeed wise;;;;;;;;;;;;;x
EVTDESCscots.3;Although every civilised man in Christendom knows that French is the true language of communication, this new Scots language does have a certain functionality. I have therefore prevailed upon a member of my court to adopt this for everyday administrative use.;;;;;;;;;;;;;x
EVTOPTAscots.3;A most useful development;;;;;;;;;;;;;x
EVTDESCscots.4;I was considering important business when I had an amazing insight. To strengthen my realm I must bring my vassals round to my way of thinking. This involves communication. If I can get them to communicate like me then I will have a much smoother running realm.;;;;;;;;;;;;;x
EVTOPTAscots.4;Sometimes I even surprise myself;;;;;;;;;;;;;x
EVTDESCscots.5;My Liege has persuded me to embrace this notion of Scottishness that is sweeping the realm.;;;;;;;;;;;;;x
EVTOPTAscots.5;Now, has anyone seen my kilt?;;;;;;;;;;;;;x
EVTDESCcrusade.1;The Crusade was a great success, but to whom shall I grant the lands I have gained?;;;;;;;;;;;;;x
EVTOPTAcrusade.1;To my son;;;;;;;;;;;;;x
EVTOPTCcrusade.1;To a capable relative;;;;;;;;;;;;;x
EVTOPTDcrusade.1;To myself;;;;;;;;;;;;;x
EVTOPTEcrusade.1;To my brother;;;;;;;;;;;;;x
EVTDESC38303;Inflicting misery on those around me no longer pleases me, I have lost the cruel trait.;;;;;;;;;;;;;x
EVTDESC38196;My son is no longer soft and afraid, he has lost the craven trait.;;;;;;;;;;;;;x
EVTDESCknight.0;In recognition of your glory and honor, a Lord offers to grant you knighthood.;;;;;;;;;;;;;x
EVTOPTAknight.0;Finally some recognition of my abilities, I shall be a famous knight!;;;;;;;;;;;;;x
EVTOPTBknight.0;Fuck you 'sires'!;;;;;;;;;;;;;x
EVTOPTCknight.0;May the great warriors guide my path!;;;;;;;;;;;;;x
EVTDESCknight.1;You notice that a visiting knight has a squire with him, and you start thinking about offering your guardian your services as a squire...;;;;;;;;;;;;;x
EVTDESCknight.2;Your ward offers his services as a squire...;;;;;;;;;;;;;x
EVTOPTAknight.2;Why not, a squire cannot hurt.;;;;;;;;;;;;;x
EVTOPTBknight.2;Buzz-off kid!;;;;;;;;;;;;;x
EVTDESCknight.3;I am getting too old... I hear others mock me behind my back. Definitely too old to be a squire...;;;;;;;;;;;;;x
EVTOPTAknight.3;Pokes on them! ...and their kind!;;;;;;;;;;;;;x
EVTDESCknight.4;The camp was attacked last night, it seems the besieged are getting desparate wiht their tactics. Most of the men were cought by surprise but not you... you were not only ready to fight, but rallied some men around you and exelled during the actuall fight. One of the knights present offer to Knight you on the spot!;;;;;;;;;;;;;x
EVTDESCknight.5;The enemy is rooted! You rallied some men around you with your charisma and prowess and excelled during the last battle. One of the knights present offered to Knight you on the spot!;;;;;;;;;;;;;x
EVTDESCknight.6;My guardian refused my squiering offer... Im flushed red with anger and shame, I can already hear some people mocking me behind my back;;;;;;;;;;;;;x
EVTDESCknight.7;I'm really getting drilled by my Sire... Being a squire is hard, but it's the price to pay for glory!;;;;;;;;;;;;;x
EVTDESCknight.15;My guardian took me as his squire!;;;;;;;;;;;;;x
EVTDESCknight.16;Legends are full of great knights, but not all knights are true, and not all true knights are born of the nobility. You have been anointed a knight, and are thus permitted to bear the title 'Sire.';;;;;;;;;;;;;x
EVTDESC1058;I've been betrayed too many times. Why do I continue to place my trust in people who have done nothing to earn it?;;;;;;;;;;;;;x
EVTOPTA1058;I'll never let them hurt me again.;;;;;;;;;;;;;x
EVTDESCsiege.2;The defenders of [From.Siege.GetName] sallied forth but were caught unawares by some of the attackers. They lost many before limping back through the postern gate. There were great cheers from the attacking encampment.;;;;;;;;;;;;;x
EVTOPTAsiege.2;Surrender comes sooner;;;;;;;;;;;;;x
EVTDESCsiege.2;The defenders of [From.Siege.GetName] were able to push back our last assault!;;;;;;;;;;;;;x
EVTOPTAsiege.2;Alas!;;;;;;;;;;;;;x
EVTDESCsiege.3;We were able to breach the walls of [From.Siege.GetName] with our catapults and ballistas!;;;;;;;;;;;;;x
EVTOPTAsiege.3;Grand!;;;;;;;;;;;;;x
EVTDESCsiege.4;The defenders of [From.Siege.GetName] were able to get some food and water with the help of a small scout group who was able to sneak behind our lines and come back unnoticed!;;;;;;;;;;;;;x
EVTOPTAsiege.4;Unbelievable;;;;;;;;;;;;;x
EVTDESCsiege.7;Even if I'm already well into adulthood, no one assessed my martial prowess yet..;;;;;;;;;;;;;x
EVTOPTAsiege.7;It's time I confront myself with a real master of arms;;;;;;;;;;;;;x
EVTDESCprisoner.1;I've overheard the dungeon guard talking about a huge debt he accumulated by playing cards at the inn. He claims that his low salary will never be able to pay it back in time...;;;;;;;;;;;;;x
CUSTOMTOOLTIP1;[Root.GetTitledFirstName] §GWILL§W become your landed vassal.\n;;;;;;;;;;;;;x
CUSTOMTOOLTIP2;[Root.GetTitledFirstName] will §RNOT§W become your landed vassal.\n;;;;;;;;;;;;;x
CUSTOMTOOLTIP3;[This.GetTitledFirstName] will become the independent ruler of all lands taken in the Crusade.\n;;;;;;;;;;;;;x
CUSTOMTOOLTIP4;A distant relative will become the independent ruler of all lands taken in the Crusade.\n;;;;;;;;;;;;;x
EVTDESCreligious.7;The Clergy wishes to send a mission to convince my Pagan neighbour to convert to the [Root.Religion.GetName] faith. They assure me that these Pagan lands can be brought into the arms of the church if I only agree to fund the endeavour.;;;;;;;;;;;;;x
EVTOPTAreligious.7;I will gladly fund this mission;;;;;;;;;;;;;x
EVTOPTBreligious.7;A waste of time and money;;;;;;;;;;;;;x
EVTTOOLTIPreligious.8;[This.GetTitledName] will receive your mission;;;;;;;;;;;;;x
EVTDESCreligious.8;A delegation of missionaries arrived today from [From.GetTitledName] of [From.PrimaryTitle.GetFullName]. They offered me expensive gifts and spoke at length of the merits of the [From.Religion.GetName] faith and my assured salvation if I was to convert.;;;;;;;;;;;;;x
EVTOPTAreligious.8;I was convinced by their arguments;;;;;;;;;;;;;x
EVTOPTBreligious.8;I accepted their gifts but gave only vague promises;;;;;;;;;;;;;x
EVTOPTCreligious.8;I expelled them from the realm;;;;;;;;;;;;;x
EVTDESCreligious.9;The mission to the [From.PrimaryTitle.GetFullName] was a success! [From.GetTitledName] has converted to the [Root.Religion.GetName] faith.;;;;;;;;;;;;;x
EVTOPTAreligious.9;Deus Vult;;;;;;;;;;;;;x
EVTOPTBreligious.9;Allah hu Akbar;;;;;;;;;;;;;x
EVTDESCreligious.10;The mission to the [From.PrimaryTitle.GetFullName] was a failure. [From.GetTitledName] took the offered gifts but made only vague promises of respecting the rights of our missionaries.;;;;;;;;;;;;;x
EVTOPTAreligious.10;Greedy heathens!;;;;;;;;;;;;;x
EVTDESCreligious.11;The mission to the [From.PrimaryTitle.GetFullName] was a failure. [From.GetTitledName] refused to even accept the gifts of our missionaries, choosing instead to expel them from the realm.;;;;;;;;;;;;;x
EVTOPTAreligious.11;Foolish heathens!;;;;;;;;;;;;;x
EVTDESCprovince_prosperity.0;Inadequate soil preparation in [Root.GetName].;;;;;;;;;;;;;x
EVTDESCprovince_prosperity.1;Poor seed selection hurts farming in [Root.GetName].;;;;;;;;;;;;;x
EVTDESCprovince_prosperity.2;Lack of manure hurts farming in [Root.GetName].;;;;;;;;;;;;;x
EVTDESCprovince_prosperity.3;Lower mean temperature hurts farming in [Root.GetName].;;;;;;;;;;;;;x
EVTDESCprovince_prosperity.4;Arable land deserted in [Root.GetName].;;;;;;;;;;;;;x
EVTDESCprovince_prosperity.5;Draining of marshes and fens in [Root.GetName].;;;;;;;;;;;;;x
EVTDESCprovince_prosperity.6;Resettlement on newly claimed land in [Root.GetName].;;;;;;;;;;;;;x
EVTDESCprovince_prosperity.7;Increased land productivity in [Root.GetName].;;;;;;;;;;;;;x
EVTNAMEprovince_prosperity.8;Pillaging;;;;;;;;;;;;;x
EVTDESCprovince_prosperity.8;Sieges could drag on for months and even years, and the besieging troops had to forage the countryside for supplies. These foraging parties could sometimes devolve into looting and outright vandalism. This was the case in [Root.Location.GetName], where our troops have have pillaged and torched one of the province's buildings.;;;;;;;;;;;;;x
EVTOPTAprovince_prosperity.8;It can't be helped;;;;;;;;;;;;;x
EVTTOOLTIPprovince_prosperity.9;A building goes up in flames;;;;;;;;;;;;;x
EVTDESCprovince_prosperity.9;The besieging troops have destroyed a building in [From.Location.GetName]!;;;;;;;;;;;;;x
EVTOPTAprovince_prosperity.9;Bastards!;;;;;;;;;;;;;x
EVTDESC1052;Someone told me I'm ruthless and I wish to change that.;;;;;;;;;;;;;x
EVTOPTA3400;Who knew being ruthless could be good?;;;;;;;;;;;;;x
EVTTOOLTIP3416;[This.GetTitledFirstName] reacts to [Root.GetTitledFirstName] ruthless way;;;;;;;;;;;;;x
EVTDESC3417;[From.GetTitledFirstName] seems upset with my ruthless nature.;;;;;;;;;;;;;x
EVTDESC38166;[FromFrom.GetFirstName] doesn't really understand the concept of rules and laws. [FromFrom.GetSheHeCap] has gained the Ruthless trait.;;;;;;;;;;;;;x
EVTDESC38266;Do I have to abide by laws and rules? My whim sounds more interesting. I have gained the Ruthless trait.;;;;;;;;;;;;;x
EVTDESC38285;The temptations and desires of the body no longer holds me down. I have gained the Ascetic trait.;;;;;;;;;;;;;x
EVTDESC65037;I secretly admire a person who has led an ascetic lifestyle for many years now. I am a faithful [Root.Religion.GetName] and I have contemplated ascetism, but there has always been something that has hindered me from following that path.;;;;;;;;;;;;;x
EVTDESCanglish.0;For as long as have ruled here we Norse have entrusted the raising of our children to Saxon and Gaelic nursemaids. Our first words would not be Norse but Saxon or Gaelic. As we grew up we learned to speak a tongue that was neither one nor the other. Now is this time to make this tongue our own so we may all communicate.;;;;;;;;;;;;;x
EVTOPTAanglish.0;Yes, let us be one with our serfs;;;;;;;;;;;;;x
EVTDESCanglish.1;Around our lands more people are using this 'Anglish' language and I find this is a perfect means for a Norseman overlord to get his Saxon and Gaelic serfs to work properly. We continue to use our own influence to promote this means of communication in the interests of more efficient realm.;;;;;;;;;;;;;x
EVTOPTAanglish.1;We are indeed wise;;;;;;;;;;;;;x
EVTDESCanglish.2;This new Anglish language does have a certain functionality. I have therefore prevailed upon a member of my court to adopt this for everyday administrative use.;;;;;;;;;;;;;x
EVTOPTAanglish.2;A most useful development;;;;;;;;;;;;;x
EVTDESCanglish.3;I was considering important business when I had an amazing insight. To strengthen my realm I must bring my vassals round to my way of thinking. This involves communication. If I can get them to communicate like me then I will have a much smoother running realm.;;;;;;;;;;;;;x
EVTOPTAanglish.3;Sometimes I even surprise myself;;;;;;;;;;;;;x
EVTDESCanglish.4;My Liege has persuded me to embrace this notion of Anglishness that is sweeping the realm.;;;;;;;;;;;;;x
EVTOPTAanglish.4;Now, who ate my lutefisk?;;;;;;;;;;;;;x
EVTDESCjob_flavour.0;Not unlike every other morning, a bunch of noble and peasant petitioners assembled in the great hall with various demands and requests. It is my job as a Chancellor to hear them out and decide the eventual compensations for the wrongs they might have suffered, even if not all of their claims will turn out to be justified..;;;;;;;;;;;;;x
EVTDESCjob_flavour.1;During the last feast organized by my lord liege, a rather serious diplomatic incident occurred when we served roasted pork to the envoys of the local Jewish community..;;;;;;;;;;;;;x
EVTDESCjob_flavour.2;During the last council I had a very intense discussion with my lord liege about the different paths the Realm should undertake, and now I fear for my job..;;;;;;;;;;;;;x
EVTDESCjob_flavour.3;While travelling in the streets of [Root.Capital.GetName], a bunch of desperate peasants assembled around my carriage demanding compensations and justifications for the recent policies the realm has undertaken under my supervision. This could very well spark up a popular revolt, so I better find a good way to deal with it..;;;;;;;;;;;;;x
EVTDESCjob_flavour.4;A foreign envoy just arrived at court, immediatly asking for an official meeting with the Chancellor of the Realm. As I think about whether or not I should hear him out, the guards are ready for my eventual orders on what to do with him..;;;;;;;;;;;;;x
EVTDESCjob_flavour.5;Dreadful news just came to my attention: A close family member of my lord liege was seen coming out of a brothel in [Root.Capital.GetName] more than once recently, arising doubts in the smallfolk on the integrity of the House, with some going as far as claiming that even the liege himself has his head more focused on 'whores' than on the well-being of the realm..;;;;;;;;;;;;;x
EVTDESCjob_flavour.6;A foreign envoy from an infidel land just arrived at court with a score of queer companions, bringing along with him many gifts from his homeland. While meeting with him, he was kind enough to hint that if I made sure the gifts were accepted, and a rich commercial deal was going to be struck as a consequence of it, I would have my fair share of wealth as well..;;;;;;;;;;;;;x
EVTDESCjob_flavour.7;During the last feast organized by my lord liege, a rather serious diplomatic incident occurred when a drunken foreign envoy called my lord liege's mother a 'cunt' and suggested that what came out of her would surely be even worse than that..;;;;;;;;;;;;;x
EVTDESCjob_flavour.8;A prominent philosopher recently came out with a book that could undermine the smallfolk's beliefs in our Faith and the strength of the realm with it. A course of action has to be decided, we cannot afford being idle with those dire words flowing around the mouths of the peasants..;;;;;;;;;;;;;x
EVTDESCjob_flavour.9;Horrible news have reached my ears: the peasants in [Root.Capital.GetName] are increasingly talking about how the 'Church' is only lustful and sinful, and how this new schism might bring things back to a more Godly path. I have to be careful on what to do on the matter, because If those news ever reached his Holyness the Pope, he would have them all burned or hanged for such talks and I might end up joining them if I keep doing nothing about it..;;;;;;;;;;;;;x
EVTDESCjob_flavour.10;A whole lot of angered peasants showed up at my doorstep with a fair looking wench who they claim is no less than a witch. Her blue eyes have something satanic about them, the leader of the mob says, and when he asked her what she was doing with all those herbs she picked up in the fields she wasn't able to give him an acceptable answer, he says, hence she must be a sorceress..;;;;;;;;;;;;;x
EVTDESCjob_flavour.11;Appalling rumors: My lord liege has been increasingly spotted coming in and out of one of the most luxurious brothels of the capital, and it is now murmured that he spends more time 'whoring' than caring about the realm, and I can't even begin to describe what his Holyness' reaction will be if he hears that I justify those sinful actions under my direct watch..;;;;;;;;;;;;;x
EVTDESCjob_flavour.12;Of that day and hour no-one knows: no, not even the angels of heaven, but My Father only. But as the days of Noah were, so also will the coming of the Son of Man be. For as in the days before the flood, they were eating and drinking, marrying and giving in marriage, until the day that Noah entered the ark, until the flood came and took them all away.;;;;;;;;;;;;;x
EVTDESCjob_flavour.13;The realm's debt towards foreign banks and crowns is higher than ever, and the representatives of those who are owed money are suggesting that if we don't pay them back immediatly, they will raise the interest of another 10%, something we truly cannot afford right now in those times of financial duress..;;;;;;;;;;;;;x
EVTDESCjob_flavour.14;The latest economic policies I suggested and started to implement are turning out to be much less effective than I anticipated, and now the coffers of the realm are empty and my liege has only me to blame for it, as many and more are starting to claim..;;;;;;;;;;;;;x
EVTDESCjob_flavour.15;Those are hard times for the realm: The enemy is at our doorstep, and my liege is asking me to find more gold to finance the war. I thought I already did everything I could, but after a lot of calculations I realized there are still opportunities to find wealth out there for those who aren't afraid of getting their hands a little dirty in the process..;;;;;;;;;;;;;x
EVTDESCjob_flavour.16;Tiresome news: An increasing number of pious men, together with many peasants, are starting to complain about the presence of Jewish moneylanders in the realm, claiming that such practices are no less than the Devil's work and that I should make them stop at once, no matter what the repercussions might be..;;;;;;;;;;;;;x
EVTDESCjob_flavour.17;An envoy of foreign merchants just arrived at court, asking for a meeting with the treasurer straightaway. As I approached them, they showered me with gifts of gold, salt and some queerer spices and jewels, promising a much richer deal if we were to reach some kind of trade agreement with them..;;;;;;;;;;;;;x
EVTDESCjob_flavour.18;My liege's spending seems to be endless: there isn't a day where whole sacks of coins seem to simply disappear towards another crazy expense, making my job as a treasurer twice as hard and thrice as troubling. Something must be done about it, but what will it be?;;;;;;;;;;;;;x
EVTDESCjob_flavour.19;The troops clearly lack even the slightest concept of discipline: they march in queerly formed ranks and are hardly governable and poorly disciplined, not talking about the way they make camp, or the basic lack of everyday drills of swordsmanship and bowmanship, a practice that even the weakest of our enemies surely makes sure to have up and running in his armies. Something must be done about it, better sooner than later..;;;;;;;;;;;;;x
